diseaseId,diseaseName,diseaseType,diseaseClass,diseaseSemanticType,NofGenes,NofPmids
C0009761,"Conjunctival Neoplasms",group,C04;C11,"Neoplastic Process",1,1
C0009763,Conjunctivitis,disease,C11,"Disease or Syndrome",82,20
C0009765,"Conjunctivitis, Acute Hemorrhagic",disease,C01;C11,"Disease or Syndrome",1,1
C0009766,"Allergic Conjunctivitis",disease,C11;C20,"Disease or Syndrome",38,28
C0009769,"Conjunctivitis, Giant Papillary",disease,C11;C20,"Disease or Syndrome",1,1
C0009774,"Viral Conjunctivitis",disease,C01;C11,"Disease or Syndrome",1,1
C0009777,"Conn Adenoma",disease,C04;C19,"Neoplastic Process",107,119
C0009782,"Connective Tissue Diseases",group,C17,"Disease or Syndrome",188,217
C0009792,"Consciousness Disorders",phenotype,C23;C10;F03;F01,"Mental or Behavioral Dysfunction",1,1
C0009806,Constipation,phenotype,C23,"Sign or Symptom",424,156
C0009812,"Constitutional Symptom",phenotype,NULL,"Sign or Symptom",30,30
C0009917,Contracture,disease,C05,"Anatomical Abnormality",111,130
C0009918,"Contracture of joint",disease,C05,"Anatomical Abnormality",36,23
C0009928,"Contrast Sensitivity",phenotype,NULL,"Mental Process",3,1
C0009946,"Conversion disorder",group,F03,"Mental or Behavioral Dysfunction",21,17
C0009952,"Febrile Convulsions",disease,C23;C10,"Disease or Syndrome",192,214
C0009995,"Cor Triatriatum",disease,C16;C14,"Congenital Abnormality",1,0
C0010034,"Corneal Diseases",group,C11,"Disease or Syndrome",47,36
C0010035,"Hereditary corneal dystrophy",disease,C16;C11,"Disease or Syndrome",2,3
C0010036,"Corneal dystrophy",disease,C16;C11,"Disease or Syndrome",113,170
C0010038,"Corneal Opacity",phenotype,C11,Finding,113,8
C0010043,"Corneal Ulcer",disease,C01;C11,"Disease or Syndrome",33,17
C0010046,"Corn of toe",disease,C17,"Acquired Abnormality",4,1
C0010051,"Coronary Aneurysm",disease,C14,"Disease or Syndrome",75,58
C0010054,"Coronary Arteriosclerosis",disease,C14,"Disease or Syndrome",1282,4202
C0010068,"Coronary heart disease",disease,C14,"Disease or Syndrome",1576,4580
C0010072,"Coronary Thrombosis",disease,C14,"Disease or Syndrome",35,34
C0010073,"Coronary Artery Vasospasm",disease,C14,"Disease or Syndrome",30,40
C0010074,"Coronary Vessel Anomalies",group,C16;C14,"Congenital Abnormality",2,2
C0010093,"Corpus Luteum Cyst",disease,C04;C13;C19,"Disease or Syndrome",36,3
C0010200,Coughing,phenotype,C23;C08,"Sign or Symptom",235,153
C0010201,"Chronic cough",phenotype,C23;C08,"Sign or Symptom",14,18
C0010232,Cowpox,disease,C01,"Disease or Syndrome",19,15
C0010246,"Coxsackievirus Infections",group,C01,"Disease or Syndrome",48,31
C0010266,"Cranial nerve diseases",group,C10,"Disease or Syndrome",7,6
C0010273,"Craniofacial Dysostosis",disease,C16;C05,"Disease or Syndrome",14,65
C0010276,Craniopharyngioma,disease,C04,"Neoplastic Process",64,71
C0010278,Craniosynostosis,disease,C16;C05,"Disease or Syndrome",488,636
C0010308,"Congenital Hypothyroidism",disease,C16;C05;C19,"Disease or Syndrome",94,315
C0010314,"Cri-du-Chat Syndrome",disease,C16;C10,"Disease or Syndrome",11,15
C0010324,"Crigler Najjar syndrome, type 1",disease,C16;C18,"Disease or Syndrome",17,69
C0010334,"Crisscross Heart",disease,C16;C14,"Congenital Abnormality",1,1
C0010346,"Crohn Disease",disease,C06,"Disease or Syndrome",1382,2984
C0010380,Croup,disease,C08;C09,"Disease or Syndrome",7,4
C0010392,"Crush syndrome",phenotype,C26,"Pathologic Function",1,1
C0010398,"Cruveilhier-Baumgarten Syndrome",disease,C06,"Disease or Syndrome",4,3
C0010403,Cryoglobulinemia,disease,C20;C15;C14,"Disease or Syndrome",37,32
C0010414,"Infection by Cryptococcus neoformans",disease,C01,"Disease or Syndrome",167,120
C0010417,Cryptorchidism,disease,C16;C12;C19,"Congenital Abnormality",725,205
C0010418,Cryptosporidiosis,disease,C06;C01;C22,"Disease or Syndrome",40,27
C0010474,"Curling Ulcer",disease,C06,"Disease or Syndrome",12,9
C0010481,"Cushing Syndrome",disease,C19,"Disease or Syndrome",126,351
C0010495,"Cutis Laxa",disease,C16;C17,"Disease or Syndrome",70,94
C0010520,Cyanosis,phenotype,C23,"Sign or Symptom",54,19
C0010598,"Cyclothymic Disorder",disease,F03,"Mental or Behavioral Dysfunction",4,3
C0010606,"Adenoid Cystic Carcinoma",disease,C04,"Neoplastic Process",325,287
C0010626,"Embryonic cyst",disease,C23;C16;C04,"Congenital Abnormality",1,1
C0010631,Cystadenocarcinoma,disease,C04,"Neoplastic Process",8,6
C0010633,Cystadenoma,disease,C04,"Neoplastic Process",75,59
C0010635,"Cystadenoma, Mucinous",disease,C04,"Neoplastic Process",15,11
C0010668,"Cystic Adenomatoid Malformation of Lung, Congenital",disease,C16;C08,"Congenital Abnormality",11,8
C0010673,"Endometrial cystic hyperplasia",disease,C13,"Neoplastic Process",5,3
C0010674,"Cystic Fibrosis",disease,C16;C06;C08,"Disease or Syndrome",852,3215
C0010678,Cysticercosis,disease,C01,"Disease or Syndrome",12,11
C0010691,Cystinuria,disease,C16;C13;C12,"Disease or Syndrome",22,105
C0010692,Cystitis,disease,C13;C12,"Disease or Syndrome",149,97
C0010695,Cystocele,disease,C23;C13;C12,"Disease or Syndrome",4,1
C0010701,"Phyllodes Tumor",disease,C04,"Neoplastic Process",100,89
C0010709,Cyst,disease,C23;C04,"Disease or Syndrome",221,219
C0010823,"Cytomegalovirus Infections",group,C01,"Disease or Syndrome",462,491
C0010930,Dacryocystitis,disease,C11,"Disease or Syndrome",8,3
C0010964,"Dandy-Walker Syndrome",disease,C16;C10,"Disease or Syndrome",137,37
C0011052,"Prelingual Deafness",disease,C23;C10;C09,"Disease or Syndrome",22,55
C0011053,Deafness,phenotype,C23;C10;C09,Finding,62,60
C0011057,"Hearing Loss, Sudden",phenotype,C23;C10;C09,Finding,1,2
C0011071,"Sudden death",phenotype,C23,"Pathologic Function",30,11
C0011103,"Decerebrate State",phenotype,C23;C10,"Pathologic Function",3,0
C0011119,"Decompression Sickness",disease,C26,"Disease or Syndrome",98,74
C0011127,"Pressure Ulcer",disease,C17,"Disease or Syndrome",49,51
C0011168,"Deglutition Disorders",group,C06;C09,"Disease or Syndrome",389,118
C0011175,Dehydration,phenotype,C23;C18,"Disease or Syndrome",295,229
C0011195,"Dejerine-Sottas Disease (disorder)",disease,C16;C10,"Disease or Syndrome",176,241
C0011206,Delirium,disease,C23;C10;F03;F01,"Mental or Behavioral Dysfunction",110,157
C0011226,"Hepatitis D Infection",disease,C06;C01,"Disease or Syndrome",72,52
C0011251,"Delusional disorder",group,F03,"Mental or Behavioral Dysfunction",9,11
C0011253,Delusions,disease,F01,"Mental or Behavioral Dysfunction",62,48
C0011263,"Multi-infarct dementia",disease,C23;C10;F03;C14,"Disease or Syndrome",30,22
C0011265,"Presenile dementia",disease,C10;F03,"Mental or Behavioral Dysfunction",718,2099
C0011268,"Senile dementia",disease,C10;F03,"Mental or Behavioral Dysfunction",21,15
C0011269,"Dementia, Vascular",disease,C10;F03;C14,"Disease or Syndrome",212,280
C0011302,"Demyelinating disease of central nervous system",disease,C10,"Disease or Syndrome",8,12
C0011303,"Demyelinating Diseases",group,C10,"Disease or Syndrome",156,231
C0011304,Demyelination,phenotype,C10,"Pathologic Function",9,9
C0011311,"Dengue Fever",disease,C01,"Disease or Syndrome",360,441
C0011330,"Dental Calculus",phenotype,C23;C07,Finding,2,1
C0011334,"Dental caries",disease,C07,"Disease or Syndrome",330,148
C0011351,"Dental Enamel Hypoplasia",disease,C16;C07,"Disease or Syndrome",72,16
C0011389,"Dental Plaque",phenotype,C07,"Disease or Syndrome",27,15
C0011405,"Dental Pulp Diseases",group,C07,"Disease or Syndrome",2,2
C0011406,"Dental Pulp Exposure",disease,C07,"Disease or Syndrome",7,6
C0011407,"Dental Pulp Necrosis",disease,C23;C07,"Disease or Syndrome",5,4
C0011428,"Dentigerous Cyst",disease,C04;C05;C07,"Disease or Syndrome",30,24
C0011430,"Dentin Dysplasia",disease,C16;C07,"Disease or Syndrome",16,18
C0011432,"Dentin Sensitivity",disease,C07,"Disease or Syndrome",19,12
C0011434,"Dentin, Secondary",disease,C07,"Disease or Syndrome",8,6
C0011436,"Dentinogenesis Imperfecta",disease,C16;C07,"Congenital Abnormality",35,66
C0011548,"Dependent Personality Disorder",disease,F03,"Mental or Behavioral Dysfunction",1,1
C0011551,Depersonalization,disease,F01,"Mental or Behavioral Dysfunction",3,3
C0011570,"Mental Depression",disease,F01,"Mental or Behavioral Dysfunction",1478,4017
C0011573,"Endogenous depression",disease,F03,"Mental or Behavioral Dysfunction",53,49
C0011574,"Involutional Depression",disease,F03,"Mental or Behavioral Dysfunction",25,11
C0011579,"Reactive depression",disease,F03,"Mental or Behavioral Dysfunction",1,1
C0011581,"Depressive disorder",disease,F03,"Mental or Behavioral Dysfunction",1719,4094
C0011603,Dermatitis,disease,C17,"Disease or Syndrome",496,612
C0011606,"Exfoliative dermatitis",disease,C17,"Disease or Syndrome",64,25
C0011608,"Dermatitis Herpetiformis",disease,C17;C20,"Disease or Syndrome",43,38
C0011609,"Drug Eruptions",group,C17;C20;C25,"Disease or Syndrome",41,26
C0011615,"Dermatitis, Atopic",disease,C16;C17;C20,"Disease or Syndrome",751,1427
C0011616,"Contact Dermatitis",disease,C17,"Disease or Syndrome",110,48
C0011620,"Stasis dermatitis",disease,C23;C16;C17;C14,"Disease or Syndrome",7,3
C0011630,Dermatomycoses,group,C01;C17,"Disease or Syndrome",6,6
C0011633,Dermatomyositis,disease,C17;C05;C10,"Disease or Syndrome",235,249
C0011636,Dermatophytosis,disease,C01;C17,"Disease or Syndrome",19,17
C0011644,Scleroderma,disease,C17,"Disease or Syndrome",316,308
C0011645,"Dermatosis Papulosa Nigra",disease,C17,"Disease or Syndrome",2,1
C0011649,"Dermoid Cyst",disease,C04,"Neoplastic Process",33,26
C0011757,"Developmental Coordination Disorder",disease,F03,"Mental or Behavioral Dysfunction",23,27
C0011813,Dextrocardia,disease,C16;C14,"Congenital Abnormality",30,7
C0011847,Diabetes,disease,C19,"Disease or Syndrome",2359,6932
C0011848,"Diabetes Insipidus",disease,C13;C12;C19,"Disease or Syndrome",57,78
C0011849,"Diabetes Mellitus",group,C18;C19,"Disease or Syndrome",2803,8659
C0011853,"Diabetes Mellitus, Experimental",disease,C18;C19,"Experimental Model of Disease",522,536
C0011854,"Diabetes Mellitus, Insulin-Dependent",disease,C18;C20;C19,"Disease or Syndrome",1675,3983
C0011859,"Lipoatrophic Diabetes Mellitus",disease,C18;C19,"Disease or Syndrome",11,12
C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",disease,C18;C19,"Disease or Syndrome",3134,11220
C0011871,"Diabetic peripheral angiopathy",disease,C18;C19;C14,"Disease or Syndrome",1,1
C0011875,"Diabetic Angiopathies",disease,C19;C14,"Disease or Syndrome",106,106
C0011876,"Cataract due to diabetes mellitus",disease,C11,"Disease or Syndrome",22,19
C0011880,"Diabetic Ketoacidosis",disease,C18;C19,"Disease or Syndrome",63,79
C0011881,"Diabetic Nephropathy",disease,C13;C12;C19,"Disease or Syndrome",1189,2403
C0011882,"Diabetic Neuropathies",group,C10;C19,"Disease or Syndrome",144,150
C0011884,"Diabetic Retinopathy",disease,C11;C19;C14,"Disease or Syndrome",645,1036
C0011904,"Diagnostic Techniques, Cardiovascular",phenotype,NULL,"Diagnostic Procedure",6,3
C0011981,"Diaphragmatic Eventration",disease,C16;C06,"Congenital Abnormality",16,3
C0011989,"Camurati-Engelmann Syndrome",disease,C16;C05,"Disease or Syndrome",34,44
C0011991,Diarrhea,phenotype,C23,"Sign or Symptom",632,634
C0011992,"Infantile Diarrhea",phenotype,C23,"Sign or Symptom",2,1
C0011993,Vipoma,disease,C06;C04;C19,"Neoplastic Process",6,11
C0011998,"Diastema of Teeth",disease,C16;C07,Finding,9,0
C0011999,Diastematomyelia,disease,C16;C10,"Congenital Abnormality",28,23
C0012118,"Dictyocaulus Infections",disease,C01;C22,"Disease or Syndrome",3,2
C0012236,"DiGeorge Syndrome",disease,C16;C05;C19;C15;C14,"Disease or Syndrome",111,219
C0012241,"Congenital anomaly of gastrointestinal tract",group,C16;C06;C13,"Congenital Abnormality",3,1
C0012242,"Digestive System Disorders",group,C06,"Disease or Syndrome",19,18
C0012243,"Digestive System Neoplasms",group,C06;C04,"Neoplastic Process",12,11
C0012359,"Pathological Dilatation",phenotype,C23,"Pathologic Function",11,5
C0012546,Diphtheria,disease,C01,"Disease or Syndrome",147,230
C0012569,Diplopia,phenotype,C23;C11;C10,Finding,75,1
C0012602,Dirofilariasis,disease,C01;C22,"Disease or Syndrome",3,3
C0012619,"disc disorder",disease,C23;C05,"Disease or Syndrome",13,11
C0012624,Discitis,disease,C01;C05,"Disease or Syndrome",4,7
C0012684,"Blastocyst Disintegration",phenotype,C23;C13,"Pathologic Function",7,7
C0012714,"Disorder of copper metabolism",group,C23,"Disease or Syndrome",5,11
C0012715,"Iron Metabolism Disorders",group,C18,"Disease or Syndrome",15,50
C0012716,"Disorder of magnesium metabolism",group,C23,"Disease or Syndrome",1,1
C0012734,"Disruptive Behavior Disorder",disease,F03,"Mental or Behavioral Dysfunction",13,9
C0012736,"Dissecting aortic aneurysm",disease,C14,"Disease or Syndrome",18,23
C0012739,"Disseminated Intravascular Coagulation",disease,C15,"Disease or Syndrome",117,169
C0012746,"Dissociative disorder",group,F03,"Mental or Behavioral Dysfunction",6,6
C0012754,Distemper,disease,C01;C22,"Disease or Syndrome",12,8
C0012767,"Tooth eruption disorder",disease,C16;C07,"Disease or Syndrome",1,1
C0012811,"Colon diverticulum anatomic structure",phenotype,C23;C06,"Anatomical Abnormality",17,2
C0012813,Diverticulitis,disease,C06,"Disease or Syndrome",38,35
C0012814,"Colonic Diverticulitis",disease,C06,"Disease or Syndrome",3,3
C0012817,Diverticulum,phenotype,C23;C06,"Anatomical Abnormality",12,10
C0012819,"Diverticular disease of colon",disease,C06,"Disease or Syndrome",5,4
C0012833,Dizziness,phenotype,C23,"Sign or Symptom",64,40
C0013069,"Double Outlet Right Ventricle",disease,C16;C14,"Congenital Abnormality",48,33
C0013080,"Down Syndrome",disease,C16;C10,"Disease or Syndrome",766,1314
C0013124,"Drinking behavior processes",disease,F01,"Individual Behavior",7,2
C0013132,Drooling,phenotype,C07,Finding,95,1
C0013144,Drowsiness,phenotype,F03,Finding,31,0
C0013146,"Drug abuse",group,C25;F03,"Mental or Behavioral Dysfunction",405,460
C0013170,"Drug habituation",phenotype,C25;F03,"Mental or Behavioral Dysfunction",196,99
C0013182,"Drug Allergy",group,C20;C25,"Pathologic Function",37,32
C0013221,"Drug toxicity",group,C25,"Injury or Poisoning",86,71
C0013222,"Drug Use Disorders",group,C25;F03,"Mental or Behavioral Dysfunction",121,24
C0013238,"Dry Eye Syndromes",disease,C11,"Disease or Syndrome",156,139
C0013261,"Duane Retraction Syndrome",disease,C16;C11;C10,"Disease or Syndrome",32,42
C0013264,"Muscular Dystrophy, Duchenne",disease,C16;C05;C10,"Disease or Syndrome",375,1424
C0013274,"Patent ductus arteriosus",disease,C16;C14,"Congenital Abnormality",510,270
C0013288,"Dumping Syndrome",phenotype,C23;C06,"Disease or Syndrome",2,3
C0013289,"Duodenal Diseases",group,C06,"Disease or Syndrome",5,4
C0013291,"Duodenal Neoplasms",group,C06;C04,"Neoplastic Process",3,2
C0013295,"Duodenal Ulcer",disease,C06,"Disease or Syndrome",102,127
C0013298,Duodenitis,disease,C06,"Disease or Syndrome",5,6
C0013312,"Dupuytren Contracture",disease,C04;C17;C05,"Disease or Syndrome",34,14
C0013336,Dwarfism,disease,C16;C05;C19,"Congenital Abnormality",1261,826
C0013338,"Pituitary dwarfism",disease,C05;C10;C19,"Disease or Syndrome",41,159
C0013362,Dysarthria,disease,C23;C10,"Mental or Behavioral Dysfunction",487,42
C0013363,Dysautonomia,disease,C10,"Disease or Syndrome",148,98
C0013364,"Dysautonomia, Familial",disease,C16;C10,"Disease or Syndrome; Congenital Abnormality",52,100
C0013366,Dyschondroplasias,group,C16;C05,"Congenital Abnormality",24,25
C0013369,Dysentery,disease,C06,"Disease or Syndrome",7,6
C0013370,"Amebic colitis",disease,C06;C01,"Disease or Syndrome",49,26
C0013371,"Shigella Infections",group,C06;C01,"Disease or Syndrome",121,100
C0013374,Dysgammaglobulinemia,disease,C20;C15,"Disease or Syndrome",10,10
C0013375,Dysganglionosis,disease,C16,"Congenital Abnormality",2,2
C0013377,Dysgerminoma,disease,C04,"Neoplastic Process",42,36
C0013384,"Dyskinetic syndrome",disease,C23;C10,"Disease or Syndrome",316,228
C0013386,"Dyskinesia, Drug-Induced",disease,C23;C10;C25,"Disease or Syndrome",32,37
C0013390,Dysmenorrhea,phenotype,C23,"Disease or Syndrome",71,48
C0013393,Dysostoses,disease,C05,"Disease or Syndrome",16,15
C0013394,"Dyspareunia (female)",disease,C13;C12;F03;F01,"Disease or Syndrome",9,9
C0013395,Dyspepsia,phenotype,C23,"Sign or Symptom",61,63
C0013403,"Dysplastic Nevus Syndrome",disease,C16;C04,"Neoplastic Process",15,19
C0013404,Dyspnea,phenotype,C23;C08,"Sign or Symptom",222,169
C0013405,"Dyspnea, Paroxysmal",disease,C23;C08;C14,"Disease or Syndrome",16,1
C0013409,"Dyssocial Behavior",phenotype,F03,"Individual Behavior",1,3
C0013415,"Dysthymic Disorder",disease,F03,"Mental or Behavioral Dysfunction",12,12
C0013421,Dystonia,phenotype,C23;C10,"Sign or Symptom",453,716
C0013423,"Dystonia Musculorum Deformans",disease,C16;C10,"Disease or Syndrome",26,88
C0013426,"Dystrophy of vulva",disease,C13,"Disease or Syndrome",1,1
C0013428,Dysuria,phenotype,C23,"Sign or Symptom",17,2
C0013447,"Ear Diseases",group,C09,"Disease or Syndrome",8,11
C0013449,"Ear Neoplasms",group,C04;C09,"Neoplastic Process",2,2
C0013456,Earache,phenotype,C23;C09,"Sign or Symptom",6,2
C0013467,"East Coast Fever",disease,C01;C22,"Disease or Syndrome",4,3
C0013473,"Eating Disorders",group,F03,"Mental or Behavioral Dysfunction",133,179
C0013481,"Ebstein Anomaly",disease,C16;C14,"Congenital Abnormality",10,12
C0013491,Ecchymosis,phenotype,C23;C15,"Pathologic Function",41,0
C0013502,Echinococcosis,disease,C01,"Disease or Syndrome",21,15
C0013504,"Echinococcosis, Hepatic",disease,C06;C01,"Disease or Syndrome",3,2
C0013505,"Echinococcosis, Pulmonary",disease,C01;C08,"Disease or Syndrome",1,1
C0013528,Echolalia,phenotype,C23;C10,"Mental or Behavioral Dysfunction",39,1
C0013533,"Echovirus Infections",group,C01,"Disease or Syndrome",2,1
C0013537,Eclampsia,disease,C13,"Disease or Syndrome",241,277
C0013568,Ecthyma,disease,C01;C17,"Disease or Syndrome",1,1
C0013570,"Ecthyma, Contagious",disease,C01;C22,"Disease or Syndrome",2,2
C0013575,"Ectodermal Dysplasia",disease,C16;C17,"Disease or Syndrome",71,141
C0013581,"Ectopia Lentis",disease,C16;C11,"Congenital Abnormality",34,56
C0013589,Ectromelia,disease,C16;C05,"Congenital Abnormality",30,22
C0013592,Ectropion,disease,C11,"Disease or Syndrome",50,5
C0013595,Eczema,disease,C17,"Disease or Syndrome",863,1412
C0013604,Edema,phenotype,C23,"Pathologic Function",126,32
C0013608,"Edema, Cardiac",disease,C23;C14,"Pathologic Function",3,3
C0013691,"Chylous effusion",disease,NULL,"Disease or Syndrome",2,3
C0013720,"Ehlers-Danlos Syndrome",disease,C16;C17;C15;C14,"Disease or Syndrome",77,232
C0013743,"Eisenmenger Complex",disease,C16;C14,"Disease or Syndrome",13,9
C0013882,Elephantiasis,disease,C15,"Disease or Syndrome",6,3
C0013884,"Filarial Elephantiases",disease,C01;C15,"Disease or Syndrome",38,32
C0013902,"Elliptocytosis, Hereditary",disease,C16;C15,"Disease or Syndrome",23,37
C0013903,"Ellis-Van Creveld Syndrome",disease,C16;C17;C05,"Disease or Syndrome",11,46
C0013911,Emaciation,phenotype,C23,"Sign or Symptom",6,4
C0013922,Embolism,phenotype,C14,"Pathologic Function",3,2
C0013927,"Embolism, Amniotic Fluid",disease,C13;C14,"Disease or Syndrome",1,1
C0013930,"Embolism, Tumor",disease,C23;C04,"Neoplastic Process",12,11
C0013937,"Embryo Resorption",phenotype,C23;C13,"Organism Function",7,7
C0013949,Embryopathies,disease,C16;C13,"Disease or Syndrome",6,10
C0013985,"Emotional Disturbances",phenotype,F01,"Mental or Behavioral Dysfunction",8,6
C0013990,"Pathological accumulation of air in tissues",phenotype,C23,"Pathologic Function",69,18
C0014008,"Empty Sella Syndrome",disease,C10;C19,"Disease or Syndrome",4,6
C0014009,Empyema,disease,C23;C01,"Disease or Syndrome",31,23
C0014013,"Empyema, Pleural",disease,C23;C01;C08,"Disease or Syndrome",4,4
C0014038,Encephalitis,disease,C10,"Disease or Syndrome",324,389
C0014040,"Encephalitis Lethargica",disease,C01;C10,"Disease or Syndrome",3,2
C0014057,"Japanese Encephalitis",disease,C01;C10,"Disease or Syndrome",119,111
C0014059,"Encephalomyelitis, Acute Disseminated",disease,C20;C10,"Disease or Syndrome",24,47
C0014060,"Encephalitis, St. Louis",disease,C01;C10,"Disease or Syndrome",272,312
C0014061,"Tick-Borne Encephalitis",disease,C01;C10,"Disease or Syndrome",59,51
C0014065,"Congenital cerebral hernia",disease,C23;C16;C10,"Congenital Abnormality",93,20
C0014067,"Occipital Encephalocele",disease,C23;C16;C10,"Congenital Abnormality",33,10
C0014068,Encephalomalacia,disease,C10,"Disease or Syndrome",8,3
C0014070,Encephalomyelitis,disease,C01;C10,"Disease or Syndrome",865,1231
C0014072,"Experimental Autoimmune Encephalomyelitis",disease,C20;C10,"Experimental Model of Disease",97,105
C0014077,"Leukoencephalitis, Acute Hemorrhagic",disease,C20;C10,"Disease or Syndrome",9,7
C0014078,"Venezuelan equine encephalomyelitis",disease,C01;C10,"Disease or Syndrome",34,26
C0014084,Enchondromatosis,disease,C05,"Disease or Syndrome",22,29
C0014116,"Endocardial Cushion Defects",group,C16;C14,"Congenital Abnormality",71,87
C0014117,"Endocardial Fibroelastosis",disease,C14,"Disease or Syndrome",11,7
C0014118,Endocarditis,disease,C14,"Disease or Syndrome",56,52
C0014121,"Bacterial Endocarditis",disease,C01;C14,"Disease or Syndrome",68,72
C0014122,"Subacute Bacterial Endocarditis",disease,C01;C14,"Disease or Syndrome",12,11
C0014126,"Endocervical polyp",disease,C23,"Neoplastic Process",3,2
C0014127,Endocervicitis,disease,C23;C13;C01,"Disease or Syndrome",1,1
C0014130,"Endocrine System Diseases",group,C19,"Disease or Syndrome",74,97
C0014132,"Endocrine Gland Neoplasms",group,C04;C19,"Neoplastic Process",15,14
C0014145,"Yolk Sac Tumor",disease,C04,"Neoplastic Process",68,77
C0014170,"Endometrial Neoplasms",group,C04;C13,"Neoplastic Process",261,304
C0014173,"Endometrial Hyperplasia",disease,C13,"Disease or Syndrome",143,141
C0014175,Endometriosis,disease,C13,"Disease or Syndrome",1188,1627
C0014179,Endometritis,disease,C13,"Disease or Syndrome",46,34
C0014236,Endophthalmitis,disease,C01;C11,"Disease or Syndrome",22,25
C0014306,Enophthalmos,disease,C11,"Disease or Syndrome",1,1
C0014324,Entamoebiasis,disease,C01,"Disease or Syndrome",6,1
C0014335,Enteritis,disease,C06,"Disease or Syndrome",85,53
C0014347,"Enterobacteriaceae Infections",group,C01,"Disease or Syndrome",9,6
C0014356,Enterocolitis,disease,C06,"Disease or Syndrome",40,45
C0014371,Enterotoxemia,disease,C01;C22,"Disease or Syndrome",3,2
C0014378,"Enterovirus Infections",group,C01,"Disease or Syndrome",237,250
C0014390,Entropion,disease,C11,"Disease or Syndrome",18,1
C0014394,Enuresis,phenotype,C13;C12;F03;F01,"Disease or Syndrome",27,7
C0014457,Eosinophilia,disease,C15,"Disease or Syndrome",325,515
C0014458,"Eosinophilia, Tropical",disease,C15,"Disease or Syndrome",24,19
C0014474,Ependymoma,disease,C04,"Neoplastic Process",244,209
C0014476,Eperythrozoonosis,disease,C01,"Disease or Syndrome",3,1
C0014493,"Epidemic keratoconjunctivitis",disease,C01;C11,"Disease or Syndrome",6,6
C0014511,"Epithelial cyst",phenotype,C04,"Anatomical Abnormality",38,28
C0014518,"Toxic Epidermal Necrolysis",disease,C17;C20;C25;C07,"Disease or Syndrome",143,200
C0014522,"Epidermodysplasia Verruciformis",disease,C01;C17,"Neoplastic Process",64,70
C0014527,"Epidermolysis Bullosa",disease,C16;C17,"Congenital Abnormality",47,104
C0014534,Epididymitis,disease,C12,"Disease or Syndrome",8,5
C0014536,"Epidural Neoplasms",group,C04;C10,"Neoplastic Process",2,1
C0014541,Epiglottitis,disease,C01;C08,"Disease or Syndrome",1,1
C0014544,Epilepsy,disease,C10,"Disease or Syndrome",1215,2546
C0014547,"Epilepsies, Partial",disease,C10,"Disease or Syndrome",73,120
C0014548,"Epilepsy, Generalized",disease,C10,"Disease or Syndrome",93,153
C0014549,"Tonic-Clonic Epilepsy",disease,C10,"Disease or Syndrome",19,14
C0014550,"Myoclonic Epilepsy",disease,C10,"Disease or Syndrome",71,95
C0014553,"Absence Epilepsy",disease,C10,"Disease or Syndrome",89,137
C0014556,"Epilepsy, Temporal Lobe",disease,C10,"Disease or Syndrome",354,401
C0014558,"Uncinate Epilepsy",disease,C10,"Disease or Syndrome",23,15
C0014571,"Epiphyses, Slipped",disease,C05,"Disease or Syndrome",2,2
C0014574,Epiphysitis,disease,C23;C05,"Disease or Syndrome",1,1
C0014583,Episcleritis,disease,C11,"Disease or Syndrome",9,2
C0014588,Epispadias,group,C16;C13;C12,"Congenital Abnormality",30,3
C0014591,Epistaxis,phenotype,C23;C08;C09,"Pathologic Function",82,1
C0014599,"Epithelial hyperplasia",disease,C23,"Disease or Syndrome",63,44
C0014647,"Giant Cell Epulis",disease,C23;C05;C07,"Disease or Syndrome",6,3
C0014670,"Equinus Deformity",disease,C16;C05,"Anatomical Abnormality",2,1
C0014733,Erysipelas,disease,C01;C17,"Disease or Syndrome",17,2
C0014736,"Erysipelothrix infection",disease,C01;C22,"Disease or Syndrome",2,2
C0014740,"Erythema Chronicum Migrans",disease,C01;C17,"Disease or Syndrome",41,16
C0014742,"Erythema Multiforme",disease,C17,"Disease or Syndrome",38,41
C0014743,"Erythema Nodosum",disease,C17;C20;C25,"Disease or Syndrome",51,34
C0014761,"Erythroblastosis, Fetal",disease,C16;C13;C20;C15,"Disease or Syndrome",16,15
C0014772,"Red Blood Cell Count measurement",phenotype,NULL,"Laboratory Procedure",717,15
C0014799,"Erythroderma, Maculopapular",disease,C17,"Disease or Syndrome",2,1
C0014800,"Erythroid hyperplasia",disease,C23,"Disease or Syndrome",22,9
C0014804,Erythromelalgia,disease,C14,"Disease or Syndrome",14,27
C0014805,"Primary Erythermalgia",disease,C14,"Disease or Syndrome",7,30
C0014818,Erythroplasia,disease,C04,"Disease or Syndrome",4,5
C0014836,"Escherichia coli Infections",group,C01,"Disease or Syndrome",38,34
C0014848,"Esophageal Achalasia",disease,C06,"Disease or Syndrome",49,69
C0014849,"Esophageal and Gastric Varices",disease,C06,"Acquired Abnormality",4,3
C0014850,"Esophageal Atresia",disease,C16;C06,"Congenital Abnormality",59,40
C0014852,"Esophageal Diseases",group,C06,"Disease or Syndrome",19,17
C0014854,"Esophageal diverticulum",phenotype,C23;C06,"Anatomical Abnormality",1,0
C0014856,"Esophageal Fistula",disease,C23;C06,"Anatomical Abnormality",5,4
C0014858,"Esophageal motility disorders",group,C06,"Disease or Syndrome",6,4
